"@authors","Translator: Lauren Lim(Karma_L)"
"help-settings-combatAutoSelect","전투에서 사용 가능한 연계 기술들을 자동으로 선택해 사용합니다."
"help-settings-quickText","저널의 문자열이 서서히 나타나지 않고 즉시 보이게 합니다."
"help-settings-quit","게임을 저장하지 않고 메인 화면으로 돌아갑니다. 당신의 진행상황이 사라집니다."
"help-settings-resetProfile","모든 잠금해제된 캐릭터와 최고 점수 순위표를 리셋하려면 버튼을 누르세요."
"help-settings-restart","게임을 재시작해야 효과가 적용됩니다."
"help-settings-saving","게임을 저장하고 메인 화면으로 돌아갑니다. 사건이 벌어지는 동안에는 저장이 불가능합니다."
"help-settings-scale-refuse","일기장이 존재하고 있을 때는 해상도 조절이 불가능합니다."
"help-settings-scale1","1:1 pixel 비율. 해상도 640 x 360."
"help-settings-scale2","1:2 pixel 비율. 해상도 1280 x 720."
"help-settings-scale3","1:3 pixel 비율. 해상도 1920 x 1080."
"help-settings-scale6","1:6 픽셀 비율. 해상도 3840 x 2160"
"help-settings-scaleS","화면이 현재의 윈도우 사이즈로 확장됩니다."
"help-settings-sendStats","게임의 밸런싱을 위해 익명의 게임 통계 데이터를 개발자에게 보냅니다."
"help-settings-low-graphics","장식용 오브젝트의 수를 줄여줍니다. 만약 성능이 저하된다면, 이 설정을 적용하세요."
"help-standing2","(-10 과 +10 사이)"
"help-standing","당신의 여행이 이 땅의 원주민 거주자들에게 어떻게 받아들여지는지를 보여줍니다. 당신이 평판을 너무 낮게 유지한다면 원주민들은 당신을 적대적으로 대할지도 모릅니다."
"help-trash","여기에 물건을 버려서 파기하세요."
"help-turns","현재의 탐험을 하면서 지나간 날짜입니다."
"help-wait","아무것도 하지 않고 대기합니다."
"help-wait-sanity","San수치 비용: $val"
"help-worldmap-rival","$name 이/가 이 지역을 탐사 중입니다."
"help-xp","탐사 점수(EXploration Point)는 캐릭터의 레벨을 올려줍니다. "
"highscore-difficulty","난이도"
"highscore-expedition","탐험 횟수"
"highscore-explorerscores","탐험가 점수"
"highscore-fame","명성"
"highscore-items","아이템"
"highscore-score","점수"
"highscore-scores","점수표"
"highscore-topscores","최고 득점 순위"
"highscore-version","버전"
"it-abacus-name","주판"
"it-abacus","쓸만한 계산 도구입니다. 근처의 석상이나 거대 열석의 장소를 계산하는 데 사용합니다."
"it-ammo-name","여분의 총알"
"it-ammo","전투에서 사용할 수 있습니다. 전투 주사위를 하나 추가합니다."
"it-animalTooth-name","동물의 이빨"
"it-animalTooth","야생동물의 이빨입니다. 물물교환하기 좋습니다."
"it-anthropologicalCollection-name","인류학 연구서"
"it-anthropologicalCollection","이전에 알지 못했던 토착민들의 문화와 서사시를 기술한 과학적 가치가 매우 높은 논문 묶음입니다."
"it-baby-raptor-name","아기 공룡"
"it-baby-raptor","지금은 귀여워 보일지 몰라도 금세 무시무시한 육식 공룡으로 자랄 것입니다."
"it-baby-tortoise-name","아기 거북"
"it-baby-tortoise","귀엽긴 하지만 유용하게 쓰일 것 같지는 않습니다. 빠른 속도로 성장합니다."
"it-binoculars-name","쌍안경"
"it-binoculars","안경광학의 정수입니다. 이 놀라운 쌍안경은 당신의 시야를 조금 늘려줄 것입니다."
"it-bongos-name","북"
"it-bongos","다소 흥미로운 소리를 만들어내는 북입니다."
"it-bongosTuned-name","조율된 북"
"it-bongosTuned","공포스러운 멜로디를 연주하는 북입니다."
"it-box-schroedinger-action","상자를 연다"
"it-box-schroedinger-name","수수께끼의 상자"
"it-box-schroedinger-open","우리들은 봉인을 뜯고 수수께끼의 상자를 열어보았다. 안에는 죽은 고양이가 있었다. 이 이상한 장면을 본 직후의 혼란에서 벗어나기도 전에 고양이가 아주 작은 크기로 줄어들기 시작했고, 검은 입자들이 나타나 낮설고, 순수한 어둠을 만들어내었다. 검은 입자들은 [논리라는 것을 부정하는 듯했다|잠시동안 대기 중을 떠돌았다]. 내가 충격을 받고 잠시 물러나자 입자들은 천천히 퍼지기 시작했다. 입자들은 도저히 팽창을 멈출 것처럼 보이지 않았고, 나는 이 장소를 가능한 빨리 벗어나야 한다는 것을 알아챘다."
"it-box-schroedinger-use","우리는 캠프를 치고 상자를 조사했다. 상자는 땅에 묻혀있는 동안 아주 잘 보존되어 있었고, 봉인도 견고하게 남아 있었다."
"it-box-schroedinger","수수께끼의 상자이다. 봉인되어 있고, 과학자는 우리에게 절대 열어보지 말라고 경고했었다."
"it-butterfly-collection-name","나비 표본 모음"
"it-butterfly-collection","나비들의 표본을 모았습니다."
"it-butterfly-random-name","Random butterfly"
"it-camp-name","캠핑 도구"
"it-camp","아주 편안하게 휴식할 수 있게 해주는 휴대용 캠핑 도구입니다."
"it-canvas-name","빈 캔버스"
"it-canvas","그림을 그리기 위해 필요한 빈 캔버스입니다"
"it-chocolate-name","초콜릿 보급품"
"it-chocolate","호일에 싸인 맛있는 초콜릿입니다. 약간의 San수치를 채워줍니다."
"it-climbingGear-name","등산용 도구"
"it-climbingGear","등산용 도구는 높은 지형을 더 쉽게 지나갈 수 있게 합니다."
"it-cocaLeaves-name","코카 잎"
"it-cocaLeaves","흥미로운 자극 효과를 가진 잎입니다. 또한 기운을 북돋워주는 놀라운 차를 만들 수 있습니다. 약간의 San수치를 채워줍니다."
"it-costonFlare-name","코스턴 조명탄"
"it-costonFlare","이 장치는 마사 J. 코스턴에 의해 발명되었습니다. 원래 해상에서 신호를 보내기 위해 제작되었지만, 근처 지역을 밝히는 데에도 사용할 수 있습니다. 화기 취급에 주의하세요."
"it-crystalBall-name","수정구"
"it-crystalBall","전형적인 수정구입니다. 먼 곳에 있는 물체를 짧은 시간 동안 알아볼 수 있습니다."
"it-dinoSkull-name","공룡 뼈"
"it-dinoSkull","이 공룡 뼈는 아직 화석화가 시작되지 않았습니다. 탐험에서 가지고 돌아온다면 세계지도에서 선사시대의 지역을 밝혀내는 데 도움을 줄 수 있습니다."
"it-dynamite-name","다이너마이트"
"it-dynamite","거의 모든 문제상황에서 훌륭한 대화수단이 될 수 있는 좋은 친구 다이너마이트입니다. 또한 산을 뚫어서 통로를 내는 데에도 쓰입니다. 전투 시 사용 가능합니다."
"it-egg-raptor-name","수수께끼의 알"
"it-egg-raptor","가끔씩 들썩이거나 이상한 소리를 내는 수수께끼의 알입니다."
"it-egg-tortoise-name","수수께끼의 알"
"it-egg-tortoise","가끔씩 들썩이거나 이상한 소리를 내는 수수께끼의 알입니다. "
"it-elephantTusk-name","코끼리 상아"
"it-familyAmulet-name","가족의 목걸이"
"it-familyAmulet","목제로 된 목걸이입니다."
"it-fireworks-name","불꽃놀이 도구"
"it-fireworks","매우 인상적인 불꽃놀이 도구입니다. 위험지역에서 감지되지 않고 움직일 수 있도록 당신의 다음 걸음걸이동안 주의를 당신에게서 떨어뜨리기 위해 사용할 수 있습니다."
"it-firstAid-name","응급처치 도구"
"it-firstAid","부상을 치료하기 위한 모든 도구들이 들어 있습니다."
"it-giantBirdFeather-name","새 깃털"
"it-giantBirdFeather","거대한 새에게서 뽑아낸 깃털입니다. 물물교환에 좋습니다."
"it-giantCrabPincer-name","게 집게"
"it-giantCrabPincer","거대한 게의 집게입니다. 물물교환에 좋습니다."
"it-giantScorpionSting-name","전갈 독침"
"it-giantScorpionSting","거대 전갈의 독침입니다. 물물교환에 좋습니다."
"it-gorillaPaw-name","고릴라 발바닥"
"it-gorillaPaw","절단된 고릴라의 발바닥입니다. 물물교환에 좋습니다."
"it-hornFlute-name","뿔피리"
"it-hornFlute","신체조직으로 이루어진 이 특이한 물건은 희미하고 부자연스러운 소리를 냅니다. 야생동물들의 주의를 돌릴 수 있을 것 같습니다."
"it-idol-name","우상"
"it-idol","돌로 만든 조각상입니다."
"it-jewels-name","보석"
"it-jewels","희귀하고 매우 가치가 높은 보석들의 모음입니다."
"it-lokiGun-name","로키 건"
"it-lokiGun","로키의 발명품입니다. 전투 시 사용가능합니다."
"it-machete-name","마체테"
"it-machete","마체테는 온갖 것들을 잘라내는 데 훌륭한 역할을 하는 도구입니다. 특히 정글을 헤쳐나가는 데 도움이 됩니다."
"it-mango-name","망고"
"it-mango","달콤한 망고 열매입니다. 맛있지만 빨리 상합니다."
"it-map-schroedinger-name","과학자의 지도"
"it-map-schroedinger","내가 과학자에게 받은 주름접힌 낡은 지도이다. 그의 말에 따르면 이 지도는 우리가 찾아와야 하는 상자가 묻힌 장소를 나타낸다고 한다."
"it-map-treasure-name","보물 지도"
"it-map-treasure","보물이 묻힌 장소를 보여주는 주름접힌 낡은 지도이다. 우리들은 표시된 장소에서 삽을 이용해 땅을 파보아야 한다."
"it-marbles-name","색깔있는 조약돌"
"it-marbles","괜찮은 교환용 물건입니다."
"it-markedAmmo-name","표식이 있는 총알"
"it-meat-animal-cooked-burnt-name","불에 탄 동물 고기"
"it-meat-animal-cooked-burnt","바삭하게 타버린 고기 조각입니다. San수치를 회복합니다."
"it-meat-animal-cooked-charcoal-name","숯검댕이가 된 동물 고기"
"it-meat-animal-cooked-charcoal","거의 먹을 수 없을 뻔할 만큼 탄 고기입니다. San수치를 회복합니다."
"it-meat-animal-cooked-overcooked-name","너무 많이 구운 동물 고기"
"it-meat-animal-cooked-overcooked","너무 많이 구워진 동물 고기 한 조각입니다. San수치를 회복합니다."
"it-meat-animal-cooked-perfect-name","요리된 동물 고기"
"it-meat-animal-cooked-perfect","완벽하게 요리된 동물 고기입니다. San수치를 회복합니다."
"it-meat-raw-name","생고기"
"it-meat-raw","생고기 한 조각입니다. 요리하지 않고는 먹을 수 없지만, 그 자체로도 괜찮은 교환용 물품입니다."
"it-meta-haggle-1-name","흥정 (1)"
"it-meta-haggle-1","(Trader Skill) 거래할 때의 비용을 절감하기 위해 사용할 수 있습니다."
"it-meta-haggle-2-name","흥정 (2)"
"it-meta-haggle-3-name","흥정 (3)"
"it-meta-haggle-4-name","흥정 (4)"
"it-meta-haggle-5-name","흥정 (5)"
"it-metalCube-name","금속 정육면체"
"it-metalCube","이세계의 것으로 보이는 문양이 새겨진, 반짝거리는 자성을 띤 물질로 이루어진 정육면체입니다."
"it-miniPuppets-name","작은 인형"
"it-miniPuppets","자기 전의 두려움을 떨쳐낼 수 있는 작은 인형들입니다."
"it-moonStone-name","월석"
"it-moonStone","신비한 문양이 새겨진 돌입니다. 알 수 없는 물질로 이루어져 있습니다."
"it-mummy-name","미라"
"it-mummy","천에 싸여진 기이한 미라입니다."
"it-mushroom-healing-name","빨간 버섯"
"it-mushroom-healing","이 이상한 버섯은 끔찍한 냄새를 풍깁니다. 맛은 없지만 훌륭한 치료 효과를 가지고 있고 건강에 좋습니다."
"it-mushroom-noAngry-name","보라색 버섯"
"it-mushroom-noAngry","이 이상한 버섯은 매우 달콤한 향을 풍깁니다. 맛이 좋고 잠시동안 모든 문제들을 잊어버릴 수 있습니다."
"it-mushroom-status-name","녹색 버섯"
"it-mushroom-status","이 이상한 버섯은 톡 쏘는 향을 풍깁니다. 그 향에도 불구하고, 이 버섯을 먹는다면 다양한 고통을 치유할 수 있다고 전해집니다."
"it-mushroom-view-name","파란색 버섯"
"it-mushroom-view","이상하게 생긴 버섯입니다. 먹었을 때 일시적으로 시야가 넓어진다는 이야기가 있습니다."
"it-nativeTrinket-angry","$name 은/는 [여전히 화가 나 있고 예기치 않은 간섭에 대해 불평했다|여전히 화를 곱씹고 있었고 나를 싸늘하게 쳐다보았다|아직도 분노하고 있는 것이 확실했고 여행이 늦어지게 된 것을 불평했다|여전히 화를 냈고 일행에서 조금 떨어졌다]."
"it-nativeTrinket-name","원주민 부적"
"it-nativeTrinket-use","[오늘은 기분이 아주 좋다|멋진 하루였다|우리들은 최근 들어 거친 나날을 보냈지만 오늘은 괜찮은 날이었다]. [나는 탐사대원들을 멈춰 세웠고|나는 대원들에게 잠깐 멈추라고 지시했고|나는 이 순간을 현명하게 보내고 싶었고] 부적 하나를 [대원들|탐사대원들|동료들|동무들] 중 한 사람에게 [선물하기로|주기로|건네기로] 했다."
"it-nativeTrinket","황금으로 장식된 정교하게 제작된 부적입니다. 아주 멋진 선물이 될 수 있습니다. 선물을 준 사람의 충성도를 올려줄 것입니다."
"it-necronomicon-0","내가 이 사악한 책으로부터 한 장을 찢어내려고 노력하자 나의 손은 [부들부들 떨렸다|식은땀을 흘렸다|경련했다]. 내가 잡았을 때 종이는 매우 뜨겁게 느껴졌고 그 다음 불가사의하게도 [불이 붙어버렸다|불에 타올랐다|점화되고 말았다]. 나는 그것을 떨어뜨릴 수밖에 없었다."
"it-necronomicon-1","내가 이 [미치광이 아랍인의 책을|태고의 어둠에 관한 책을|알하즈레드의 마법서를|네크로노미콘을|네크로노미콘이라 이름붙여진 마법서를] 열어봤을 때 우리들 주변의 세상은 공간 속에서 차가운 어둠 외에는 [아무것도|아무 쓸모 없는 것조차|단 하나도|완전히 아무것도] 남지 않게 될 때까지 분해되기 시작했다. 내가 정신을 잃기 직전 나는 어둠 밖에서 [무언가를 보았다|무언가가 뿜어져 나오는 듯한 냄새를 맡았다|무언가 움직이는 것을 보았다|무언가가 불안하게 기어다니는 것을 보았다|광채가 반짝이는 것을 보았다|사악한 목소리를 들었다]. 그것은 [고대로부터의 무언가였다|알 수 없는 무언가였다|형용할 수 없는 무언가였다]. 그것이 내가 일어나기 전까지 기억할 수 있는 마지막이었다."
