"@authors","Rômulo Wehling Magalhães, Macalango"
"evt-shrine-9","A estrutura estava um pouco inclinada e afundada, embora o _piso_ parecesse estável o suficiente para tentar entrar."
"evt-shrine-actions-action","Entrar no santuário"
"evt-shrine-aftermath-abomination-1","[Algo estava errado|Um mau pressentimento nos perseguiu] enquanto obtínhamos o tesouro. $name se contorceu e gritou como se algo aparentemente tivesse [cuspido em sua cara|lhe picado|lhe mordido]. Nós não encontramos a causa deste incidente e decidimos que seria melhor ir embora. $He começou a se comportar estranhamente depois."
"evt-shrine-aftermath-abomination","[Algo parecia irregular|De alguma forma, as sombras ficaram mais escuras] enquanto obtínhamos o tesouro. Ficamos chocados quando _uma criatura [horrível|monstruosa| anormal] [pisou|rastejou|bambaleou|tropeçou] para fora das sombras e se aproximou de nós_. Embora certamente parecesse assustadora, [ela não parecia ser agressiva conosco, mas se aproximava.|Por algum motivo, ela decidira seguir-nos, o que era bastante desconcertante.]"
"evt-shrine-aftermath-chasm","Nós pegamos [o tesouro|o que podíamos] e corremos para fora enquanto o [chão em torno de nós começava a desmoronar|chão desaparecia]. [Um _abismo_ em constante expansão estava se formando e precisaríamos nos mover o mais rápido que nossas pernas pudessem nos levar|Teríamos que correr por nossas vidas para evitar sermos devorados pelo gigante _abismo_ que estava se formando]."
"evt-shrine-aftermath-climate","Nós pegamos [o tesouro|o que quer que podíamos] e seguimos para fora enquanto [toda a área|a vida vegetal|tudo] [ao nosso redor|atrás de nós] começava a secar e a morrer. Uma drástica mudança _climática_ devastou essa região, e fomos os responsáveis."
"evt-shrine-aftermath-flood","Nós pegamos [o tesouro|o que podíamos] e corremos para fora enquanto enormes fontes de água explodiam através do chão e começavam a inundar a área ao redor. Nós tínhamos que correr como se nossas vidas dependessem disso ou nos afogar no grande lago que se formava ao nosso redor."
"evt-shrine-aftermath-mountains","No momento em que obtivemos o tesouro, a terra começou a [tremer freneticamente| estremecer|troar]. Nós nos apressamos para fora quando o santuário [desmoronou|caiu em nossa esteira|foi engolido pela terra] e imensas _montanhas_ irromperam do chão."
"evt-shrine-aftermath-void","Enquanto pegávamos o que procurávamos, percebi um _vazio negro_ começando a se formar no topo do altar, como uma alfinetada na carne da realidade. Ele estava se expandindo de forma constante, visível e destrutiva. Tudo o que podíamos fazer era correr o mais longe possível e esperar."
"evt-shrine-aftermath-volcano","No momento em que obtivemos o tesouro, a terra começou a [tremer freneticamente| estremecer|troar]. Nós fugimos o mais rápido possível enquanto o santuário [desmoronava|era engolido] diante de nossos olhos e um _vulcão_ começava a elevar-se, cuspindo fogo e escorrendo lava."
"evt-shrine-enter-action","Investigar altar"
"evt-shrine-enter","[Chegamos ao que parecia ser a câmara do tesouro|À nossa frente, havia uma espécie de sala cerimonial|Havíamos encontrado uma sala sagrada do altar|Entramos cuidadosamente em uma câmara cerimonial bem preservada]. [Era uma visão verdadeiramente inspiradora|Se este lugar tivesse alguma riqueza, eu sabia que as encontraríamos ali|Nós calmamente olhamos ao redor do majestoso salão]. [Nossos passos ecoavam enquanto nos aproximávamos do altar sagrado|Encontramos um altar de pedra que estava coberto de escritos antigos|Um altar, iluminado com um ambiente de tirar o fôlego, ficava no topo de um pedestal| Prendi a respiração quando descobrimos um altar antigo em seu centro]."
"evt-shrine-leave","Decidimos que [era melhor deixar o santuário intocado|devíamos deixar o santuário intacto], e [apressamos nossa partida|saímos imediatamente]."
"evt-shrine-loot","[Este não era um dia para hesitação|Eu não deixaria de mãos vazias|Que dia glorioso]. [O artefato não ficaria mais em cima do altar|Aquilo era exatamente o que estávamos a procura|O tesouro seria meu|O tesouro era nosso para levar]."
"evt-shrine-paint-1","[Um bocado de tempo passou e|Algumas horas mais tarde|Pouco depois] [$his o seu trabalho estava feito|$he finalizou a peça|$his o seu quadro estava pronto], [e eu conseguia ver que $he tinha orgulho do resultado|e nós o colocamos seguramente numa caixa|o que capturava a beleza deste lugar bastante bem]."
"evt-shrine-paint-action","Pintar santuário"
"evt-shrine-paint","[$name ajeitou o $his cavalete, paleta e tintas|$name concordou em capturar a essência da maravilhosa paisagem sobre a tela] e [entusiasticamente começou a pintar o|começou $his o seu trabalho no] santuário."
"evt-shrine-rope-actions-1","[Começou bem, mas a sorte não estava do nosso lado|A nossa tentativa foi mal-empregada|A torre exigiu um tributo|Era apenas muito difícil|Eu devia ter percebido|Um acidente aconteceu|O plano fracassou|A parede era simplesmente um desafio muito grande]. $name [perdeu $his o equilíbrio devido a uma pedra solta|escorregou|não teve suficiente cuidado|escalou sem paciência|estava certamente com fatiga|estava em grande exaustão|não tinha jeito com escaladas|perdeu a $his firmeza|distraiu-se|quase atingiu o topo quando $his pé escorregou|ficou sem fôlego|perdeu o equilíbrio] e caiu, sofrendo [uma perna quebrada|várias lacerações por causa de uma pedra afiada|um osso do pé partido|uma ferida grave na cabeça quando $he bateu numa saliência|lascou o escalpe contra uma pedra áspera]. [Nós conseguimos puxar $him de volta após a queda|Com um trabalho de equipe conseguimos erguer $him até a plataforma mais alta|Eu fui capaz de puxar $him novamente para cima|$He tentou outra vez e obteve sucesso], mas [$he possuía ferimentos graves|a ferida que $he sofreu era feia|$his feridas precisavam de tratamento rapidamente|$he encolheu-se ao ver a ferida aberta|$he quase perdeu os sentidos]."
"evt-shrine-rope-actions-2","[Começou bem, mas a sorte não estava do nosso lado|A nossa tentativa foi mal-empregada|A torre exigiu um tributo|Era apenas muito difícil|Eu devia ter percebido|Um acidente aconteceu|A parede era simplesmente um desafio muito grande]. $name [perdeu $his aderência devido a uma pedra solta|escorregou|não teve suficiente cuidado|desleixou-se|escalou sem cuidado|estava certamente com fatiga|não tinha jeito com escaladas|distraiu-se|quase chegou ao destino quando $he perdeu $his firmeza|ficou sem fôlego|perdeu o equilíbrio] e [caiu|tombou parede abaixo|caiu até o fundo|gritou com terror enquanto $he caía]. [$He bateu contra o chão|$He esmagou-se contra as rochas], [partindo $his pescoço|abrindo $his cabeça|quebrando $his corpo inteiro|e $his seu peito foi esmagado e o coração estourado]. [$His seu corpo torceu-se durante uns segundos antes de $he morrer|$He jazia imóvel numa poça do seu próprio sangue|Após uns momentos $he já não se mexia|$He morreu instantaneamente|A pose deformada do $his corpo esmagado era uma visão mórbida]. [Nós fomos todos afetados, mas tínhamos de continuar|O grupo estava em choque|Não havia tempo para chorar, o tempo estava nos pressionando|Lembrou-me que o preço dos descobrimentos não é barato|Eu nunca vou esquecer a imagem do seu corpo partido lá embaixo|$He esqueceremos $his|Eu nunca esquecerei a expressão na $his cara|Todos estavam em choque e com medo pela perda súbita|Muito tempo depois do evento eu continuava sonhando com o som do impacto letal que matou $name]."
"evt-shrine-rope-actions-3","Quase cheguei ao topo quando agarrei uma pedra solta e mergulhei no chão. A dor resultante é de matar, mas acho que ainda posso me mexer."
"evt-shrine-rope-actions-action-1","Usar equipamento de escalada"
"evt-shrine-rope-actions-action-2","Escalar sem segurança"
"evt-shrine-rope-actions-action","Usar corda"
"evt-shrine-rope-actions-challenge","[Eu tinha a certeza que conseguíamos fazer isto|Nós tínhamos que tentar|Tínhamos de correr riscos se queríamos ter sucesso|Nós não tínhamos escolha senão tentar a sorte|Este não era um dia para dúvidas|Ir embora de mãos vazias não era uma opção|Nós tínhamos que explorar este lugar]. [Eu ordenei a todos para ter cuidado e escalar o santuário sem medidas de segurança|Um após o outro começamos a escalar a torre do santuário|Com o maior cuidado possível nós começamos a escalar a parede exterior do santuário, tentando encontrar pedras firmes na rocha erodida|Após um curto discurso motivacional nós começamos a subir a parede gasta pelo tempo]."
"evt-shrine-rope-actions-useGear","[Nós usamos o equipamento de escalada para nos erguemos em segurança até à entrada|Com o uso do nosso equipamento para escalar, a parede foi facilmente escalada|Eu estava feliz por ter trazido o equipamento de escalada. Uns momentos depois e todos haviam chegado em segurança à entrada do santuário]."
"evt-shrine-rope-actions-useRope","[Nós usamos a corda para nos erguermos com segurança até a entrada|Eu estava feliz por termos trazido corda suficiente. Com ela, subimos a parede gasta pelo tempo sem problemas|Após assegurar a todos, nós conseguimos escalar a torre do santuário com sucesso]."
"evt-shrine-rope-actions","[A nossa coragem tinha pago dividendos|Nós tivemos sucesso|Que grande dia tivemos|O destino sorriu para nós|Nada se meteria no caminho do nosso progresso|Nada poderia nos parar|Umas escadas erodidas não nos dissuadiriam]. [Após algum esforço|Umas horas mais tarde|Uns momentos antes do pôr do sol|Sem nada além de uns pequenos arranhões|Exaustos, mas orgulhosos do nosso sucesso] [todos aproximaram-se da entrada|nós chegamos à plataforma mais alta|nós escalamos o santuário|nós chegamos ao portal do santuário|nós tínhamos escalado a parede com sucesso] [sem nenhum acidente|sem problemas consideráveis|e estávamos felizes por ninguém ter se machucado|. Eu estava feliz por ter feito aquilo à sorte|. Eu tinha bastante orgulho desta intrépida equipe]."
"evt-sickDeath","[$name sucumbiu a uma doença física horrível|Uma doença deixou $name sem o vigor requerido para continuar a viagem]."
"evt-slaver-aggro-1","Antes de eu sequer conseguir entrar no acampamento, fomos abordados por um traficante de escravos e os seus capangas. [Por algum motivo eles não pareciam contentes com a minha chegada e empunharam as suas armas|As notícias sobre os meus conflitos passados com outros traficantes de escravos parecia ter chegado aos ouvidos desta área]. [Uma|Eu conseguia ver que uma|Sem qualquer dúvida uma] [luta|confrontação|briga] era [inevitável|iminente|óbvia]."
"evt-slaver-aggro","[Assim que nos aproximamos do acampamento de escravos|No momento em que fomos vistos|Enquanto o nosso grupo se aproximava do acampamento] o traficante de escravos e os seus capangas [começaram a nos atacar|preparam a armas]. [Uma|Eu conseguia perceber que uma|Sem dúvida alguma que uma] [luta|confrontação|uma espécie de combate] era [inevitável|iminente]."
"evt-slaver-attack-action","Atacar escravizador"
"evt-slaver-combatOutcome-1","No meio de todo o caos [alguém|um ex-escravo|um antigo prisioneiro] juntou-se a nossa [expedição|grupo] e [fugiu|saiu|partiu] conosco."
"evt-slaver-combatOutcome","[As notícias da morte do traficante de escravos tinham se espalhado rapidamente pelo acampamento|O combate não passou despercebido para o resto do acampamento|Os escravos tinham reparado a nossa luta com o seu dono|Os escravos encontraram um pouco de esperança nas nossas ações|Os escravos tinham reparado a morte do seu antigo dono]. [Em poucos momentos todos os escravos tinham saído das suas jaulas|As jaulas foram arrombadas rapidamente, e as pessoas começaram a correr livremente]. [Houve caos|Começou uma confusão], [pessoas|pessoas recém livres] [gritaram|berraram] e [um incêndio começou a se espalhar|algumas das tochas tinham incendiado um edifício]. Nós tivemos de evacuar [o mais rápido possível|antes de ser tarde demais]."
"evt-slaver-enter","[Eu havia|Nós havíamos|A expedição havia|Nossa expedição havia|O nosso grupo havia] [chegado|entrado|parado] num acampamento de escravos. [O lugar estava sujo|Era um lugar de miséria e desgraça|O lugar representava o lado mais negro da humanidade|Era um lugar bem seguro mas móvel|O acampamento estava cheio de sujeira|Uma podridão de excrementos humanos trazia-me lágrimas aos olhos] e [jaulas cheias de escravos estavam espalhadas por tudo|e era composto de uma colecção de jaulas cheias de prisioneiros intimidados|e várias jaulas grandes estavam cheias de vários tipos de pessoas]. Um traficante de escravos [corpulento|bem alimentado|vestido elegantemente] [deu-me as boas vindas|saudou-me] [com um sorriso porco|logo após acabar de chicotear um escravo|de uma forma parva|enquanto tomava um gole de chá]."
